Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
32,Entry short,2023-03-21 15:15, | F:score=50 | F:fresh=15 | F:session=2 | F:zone_type=1 | F:atr_ratio=1 | F:is_accuracy=0 | F:trend=1 | F:rsi=58.4 | F:htf_trend=1 | F:rvol=1.38 | F:adx=28.07 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=35 | F:liquidity_distance=93.54 | F:liquidity_spread=13.02 | F:return_strength=66.24,12652.5,4,50610,-52.8,-0.10,19.88,0.04,-52.8,-0.10,-456.89,0.00
33,Exit long,2023-03-21 21:00,Long Exit,12729.51,2,25347,112.02,0.44,112.02,0.44,-8.06,-0.03,-344.87,0.00
33,Entry long,2023-03-21 20:00, | F:score=70 | F:fresh=12 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.75 | F:is_accuracy=0 | F:trend=1 | F:rsi=55.82 | F:htf_trend=1 | F:rvol=1 | F:adx=21.76 | F:touch_count=1 | F:base_quality=40 | F:departure_strength=32.04 | F:liquidity_distance=89.76 | F:liquidity_spread=13.52 | F:return_strength=100,12673.5,2,25347,112.02,0.44,112.02,0.44,-8.06,-0.03,-344.87,0.00
34,Exit short,2023-03-22 15:35,Short Exit,12754.09,3,38211.09,-51.18,-0.13,20.94,0.05,-51.18,-0.13,-396.05,0.00
34,Entry short,2023-03-22 15:30, | F:score=50 | F:fresh=103 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.48 | F:is_accuracy=0 | F:trend=1 | F:rsi=56.48 | F:htf_trend=1 | F:rvol=9.41 | F:adx=20.29 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=31.23 | F:liquidity_distance=99.98 | F:liquidity_spread=3.5 | F:return_strength=33.6,12737.03,3,38211.09,-51.18,-0.13,20.94,0.05,-51.18,-0.13,-396.05,0.00
35,Exit long,2023-03-22 19:05,Long Exit,12748.91,2,25520.7,-22.88,-0.09,22.68,0.09,-22.88,-0.09,-418.93,0.00
35,Entry long,2023-03-22 18:35, | F:score=75 | F:fresh=29 | F:session=2 | F:zone_type=0 | F:atr_ratio=1.32 | F:is_accuracy=0 | F:trend=1 | F:rsi=38.95 | F:htf_trend=1 | F:rvol=0.81 | F:adx=25.9 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=57.34 | F:liquidity_distance=90.54 | F:liquidity_spread=49.9 | F:return_strength=50,12760.35,2,25520.7,-22.88,-0.09,22.68,0.09,-22.88,-0.09,-418.93,0.00
36,Exit long,2023-03-22 21:00,Long Exit,12750.58,1,12893.95,-143.37,-1.11,62.74,0.49,-143.37,-1.11,-562.3,-0.01
36,Entry long,2023-03-22 20:40, | F:score=70 | F:fresh=19 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.38 | F:is_accuracy=0 | F:trend=1 | F:rsi=66.05 | F:htf_trend=1 | F:rvol=1.99 | F:adx=27.46 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=56.18 | F:liquidity_distance=61.96 | F:liquidity_spread=10 | F:return_strength=50,12893.95,1,12893.95,-143.37,-1.11,62.74,0.49,-143.37,-1.11,-562.3,-0.01
37,Exit short,2023-03-23 21:50,Short Exit,12757.73,1,12703.78,-53.95,-0.42,91.6,0.72,-53.95,-0.42,-616.25,-0.01
